date,country,avg_pm25,avg_pm10,avg_no2,avg_aqi,aqi_category,sentiment_score,avg_impact_score,num_documents
2020-06-13,Austria,23.47,30.06,27.46,69.71,Moderate,0.281,3.27,32
2020-06-13,Belgium,21.86,28.69,25.88,64.69,Moderate,0.281,3.27,32
2020-06-13,France,24.64,34.27,38.68,96.71,Moderate,0.281,3.27,32
2020-06-13,Germany,24.18,36.38,29.67,83.25,Moderate,0.281,3.27,32
2020-06-13,Netherlands,9.5,7.14,29.91,74.79,Moderate,0.281,3.27,32
2020-06-13,Poland,23.16,39.74,30.56,82.14,Moderate,0.281,3.27,32
2020-06-13,Portugal,25.04,34.98,48.29,105.81,Unhealthy_for_Sensitive,0.281,3.27,32
2020-06-13,Spain,31.62,45.22,44.09,110.22,Unhealthy_for_Sensitive,0.281,3.27,32
2020-06-13,Sweden,21.83,18.07,43.47,108.67,Unhealthy_for_Sensitive,0.281,3.27,32
2020-06-14,Austria,20.17,27.92,25.42,69.77,Moderate,0.2,3.18,30
2020-06-14,Belgium,26.39,37.71,27.49,75.42,Moderate,0.2,3.18,30
2020-06-14,France,14.75,16.63,19.8,64.15,Moderate,0.2,3.18,30
2020-06-14,Germany,25.87,35.88,20.8,73.9,Moderate,0.2,3.18,30
2020-06-14,Italy,25.56,42.48,31.81,90.8,Unhealthy_for_Sensitive,0.2,3.18,30
2020-06-14,Netherlands,20.66,27.95,30.11,66.83,Moderate,0.2,3.18,30
2020-06-14,Poland,16.6,29.09,31.31,78.27,Moderate,0.2,3.18,30
2020-06-14,Portugal,20.73,23.1,34.24,85.61,Moderate,0.2,3.18,30
2020-06-14,Spain,25.36,42.11,30.54,90.74,Moderate,0.2,3.18,30
2020-06-14,Sweden,21.12,32.35,29.73,80.6,Moderate,0.2,3.18,30
2020-06-15,Austria,18.02,25.31,29.1,72.74,Moderate,0.029,2.99,35
2020-06-15,Belgium,24.27,30.87,28.21,83.84,Moderate,0.029,2.99,35
2020-06-15,France,32.16,47.73,21.89,95.45,Moderate,0.029,2.99,35
2020-06-15,Germany,26.6,47.84,28.2,95.67,Moderate,0.029,2.99,35
2020-06-15,Italy,23.6,37.5,34.17,90.07,Moderate,0.029,2.99,35
2020-06-15,Poland,28.0,37.58,43.56,108.91,Unhealthy_for_Sensitive,0.029,2.99,35
2020-06-15,Spain,22.45,37.67,32.03,92.61,Moderate,0.029,2.99,35
2020-06-15,Sweden,25.11,29.35,34.62,100.34,Moderate,0.029,2.99,35
2020-06-16,Austria,23.5,29.76,34.74,86.84,Moderate,-0.03,2.98,33
2020-06-16,Belgium,21.62,37.59,15.78,75.18,Moderate,-0.03,2.98,33
2020-06-16,France,18.62,35.08,43.32,108.3,Unhealthy_for_Sensitive,-0.03,2.98,33
2020-06-16,Germany,25.38,40.7,26.21,81.41,Moderate,-0.03,2.98,33
2020-06-16,Italy,22.85,32.88,25.43,71.84,Moderate,-0.03,2.98,33
2020-06-16,Netherlands,16.71,27.79,28.2,70.51,Moderate,-0.03,2.98,33
2020-06-16,Poland,27.49,45.2,39.99,100.5,Moderate,-0.03,2.98,33
2020-06-16,Portugal,21.84,25.38,31.7,82.27,Moderate,-0.03,2.98,33
2020-06-16,Spain,22.46,30.56,33.36,91.04,Moderate,-0.03,2.98,33
2020-06-16,Sweden,21.98,41.71,34.0,91.97,Moderate,-0.03,2.98,33
2020-06-17,Austria,24.58,41.98,27.28,83.96,Moderate,0.03,3.07,33
2020-06-17,Belgium,22.2,27.73,23.3,64.46,Moderate,0.03,3.07,33
2020-06-17,France,22.56,37.59,31.9,88.53,Moderate,0.03,3.07,33
2020-06-17,Germany,26.4,46.11,39.61,115.64,Unhealthy_for_Sensitive,0.03,3.07,33
2020-06-17,Italy,22.96,29.21,33.23,88.33,Moderate,0.03,3.07,33
2020-06-17,Netherlands,26.96,35.78,35.26,88.38,Moderate,0.03,3.07,33
2020-06-17,Portugal,26.65,39.34,31.23,83.63,Moderate,0.03,3.07,33
2020-06-17,Spain,25.84,37.81,40.36,97.8,Moderate,0.03,3.07,33
2020-06-17,Sweden,20.29,29.47,33.2,85.79,Moderate,0.03,3.07,33
2020-06-18,Austria,24.51,32.91,32.63,88.63,Moderate,0.0,3.05,35
2020-06-18,Belgium,25.42,32.54,41.05,102.63,Moderate,0.0,3.05,35
2020-06-18,France,28.56,54.74,35.59,100.0,Unhealthy_for_Sensitive,0.0,3.05,35
2020-06-18,Germany,31.72,43.52,45.09,112.73,Unhealthy_for_Sensitive,0.0,3.05,35
2020-06-18,Italy,20.34,29.39,33.74,93.39,Moderate,0.0,3.05,35
2020-06-18,Poland,23.96,36.44,42.73,106.82,Unhealthy_for_Sensitive,0.0,3.05,35
2020-06-18,Portugal,24.15,40.17,32.97,88.56,Moderate,0.0,3.05,35
2020-06-18,Spain,24.02,36.34,35.94,95.56,Moderate,0.0,3.05,35
2020-06-18,Sweden,25.56,33.06,37.11,92.78,Moderate,0.0,3.05,35
2020-06-19,Austria,27.15,39.61,32.09,82.7,Moderate,-0.114,2.9,35
2020-06-19,Belgium,22.12,31.61,27.24,68.11,Moderate,-0.114,2.9,35
2020-06-19,France,32.56,38.52,51.28,128.2,Unhealthy_for_Sensitive,-0.114,2.9,35
2020-06-19,Germany,26.13,34.59,29.52,90.05,Moderate,-0.114,2.9,35
2020-06-19,Netherlands,16.72,36.81,28.07,73.62,Moderate,-0.114,2.9,35
2020-06-19,Poland,18.38,22.3,24.55,69.8,Moderate,-0.114,2.9,35
2020-06-19,Portugal,24.8,34.1,32.53,84.92,Moderate,-0.114,2.9,35
2020-06-19,Spain,27.42,33.18,22.56,78.33,Moderate,-0.114,2.9,35
2020-06-19,Sweden,30.2,38.99,33.81,88.61,Moderate,-0.114,2.9,35
2020-06-20,Austria,31.56,38.76,28.46,90.16,Moderate,-0.167,2.82,36
2020-06-20,Belgium,25.71,38.85,42.56,106.4,Unhealthy_for_Sensitive,-0.167,2.82,36
2020-06-20,Germany,24.12,32.92,36.56,91.41,Moderate,-0.167,2.82,36
2020-06-20,Italy,25.29,43.09,29.02,93.58,Moderate,-0.167,2.82,36
2020-06-20,Netherlands,36.05,47.6,35.36,102.99,Unhealthy_for_Sensitive,-0.167,2.82,36
2020-06-20,Poland,23.77,32.13,34.79,88.62,Moderate,-0.167,2.82,36
2020-06-20,Portugal,22.15,35.42,26.23,74.08,Moderate,-0.167,2.82,36
2020-06-20,Spain,24.73,39.58,25.72,100.39,Moderate,-0.167,2.82,36
2020-06-20,Sweden,22.78,38.18,29.03,85.98,Moderate,-0.167,2.82,36
2020-06-21,Belgium,24.72,29.83,37.74,96.95,Unhealthy_for_Sensitive,-0.081,2.9,37
2020-06-21,Germany,30.65,50.49,41.09,106.75,Moderate,-0.081,2.9,37
2020-06-21,Italy,29.54,38.88,32.67,84.39,Moderate,-0.081,2.9,37
2020-06-21,Netherlands,31.88,39.61,50.0,91.79,Unhealthy_for_Sensitive,-0.081,2.9,37
2020-06-21,Poland,24.0,40.95,25.93,89.76,Moderate,-0.081,2.9,37
2020-06-21,Portugal,20.72,25.3,24.12,70.75,Moderate,-0.081,2.9,37
2020-06-21,Spain,16.41,20.41,30.97,77.43,Moderate,-0.081,2.9,37
2020-06-21,Sweden,20.9,27.07,22.63,67.78,Moderate,-0.081,2.9,37
2020-06-22,Austria,29.52,33.6,29.67,85.59,Moderate,0.032,3.01,31
2020-06-22,France,34.73,46.74,39.5,103.33,Moderate,0.032,3.01,31
2020-06-22,Germany,23.08,27.97,30.77,81.62,Moderate,0.032,3.01,31
2020-06-22,Italy,21.17,30.66,37.39,93.47,Moderate,0.032,3.01,31
2020-06-22,Netherlands,25.22,43.81,27.13,87.62,Moderate,0.032,3.01,31
2020-06-22,Poland,19.47,29.02,30.68,76.7,Moderate,0.032,3.01,31
2020-06-22,Portugal,25.57,34.49,21.79,73.05,Moderate,0.032,3.01,31
2020-06-22,Spain,24.27,31.33,35.99,90.39,Moderate,0.032,3.01,31
2020-06-23,Austria,19.2,35.77,29.23,81.33,Moderate,-0.026,2.97,39
2020-06-23,Belgium,24.77,39.15,27.63,83.09,Moderate,-0.026,2.97,39
2020-06-23,Germany,29.5,38.93,38.6,105.45,Unhealthy_for_Sensitive,-0.026,2.97,39
2020-06-23,Italy,16.72,21.98,25.97,66.58,Good,-0.026,2.97,39
2020-06-23,Netherlands,22.48,27.22,31.52,78.8,Moderate,-0.026,2.97,39
2020-06-23,Poland,12.96,5.63,9.75,51.03,Moderate,-0.026,2.97,39
2020-06-23,Portugal,25.71,47.7,36.83,98.12,Moderate,-0.026,2.97,39
2020-06-23,Spain,26.03,39.7,30.06,86.02,Moderate,-0.026,2.97,39
2020-06-23,Sweden,17.47,28.93,29.52,78.61,Moderate,-0.026,2.97,39
2020-06-24,Austria,22.2,29.07,34.03,72.76,Moderate,-0.077,2.93,39
2020-06-24,Belgium,27.01,49.21,42.72,123.16,Unhealthy_for_Sensitive,-0.077,2.93,39
2020-06-24,Germany,26.35,48.27,34.81,101.6,Unhealthy_for_Sensitive,-0.077,2.93,39
2020-06-24,Italy,30.06,36.82,41.92,104.81,Moderate,-0.077,2.93,39
2020-06-24,Netherlands,24.29,34.59,29.83,82.22,Moderate,-0.077,2.93,39
2020-06-24,Poland,28.26,48.79,42.95,107.38,Unhealthy_for_Sensitive,-0.077,2.93,39
2020-06-24,Portugal,30.73,39.36,42.52,106.28,Moderate,-0.077,2.93,39
2020-06-24,Spain,27.23,37.85,46.86,117.15,Unhealthy_for_Sensitive,-0.077,2.93,39
2020-06-24,Sweden,25.87,43.89,33.02,89.19,Moderate,-0.077,2.93,39
2020-06-25,Austria,30.83,29.48,19.94,88.08,Moderate,-0.195,2.77,41
2020-06-25,Belgium,14.88,11.27,18.26,52.56,Moderate,-0.195,2.77,41
2020-06-25,France,27.03,39.13,37.04,92.59,Moderate,-0.195,2.77,41
2020-06-25,Italy,26.47,37.48,40.26,95.34,Unhealthy_for_Sensitive,-0.195,2.77,41
2020-06-25,Netherlands,29.96,45.18,49.26,123.14,Unhealthy_for_Sensitive,-0.195,2.77,41
2020-06-25,Poland,16.16,24.49,28.03,71.58,Moderate,-0.195,2.77,41
2020-06-25,Portugal,24.9,27.68,29.41,80.17,Moderate,-0.195,2.77,41
2020-06-25,Spain,26.66,46.27,44.27,115.66,Unhealthy_for_Sensitive,-0.195,2.77,41
2020-06-25,Sweden,22.48,35.14,30.9,80.29,Moderate,-0.195,2.77,41
2020-06-26,Austria,26.26,39.8,37.26,93.14,Moderate,-0.098,2.93,41
2020-06-26,Belgium,22.62,33.67,33.36,85.17,Moderate,-0.098,2.93,41
2020-06-26,France,32.65,34.64,30.56,93.28,Moderate,-0.098,2.93,41
2020-06-26,Germany,23.76,38.62,31.48,78.69,Moderate,-0.098,2.93,41
2020-06-26,Italy,25.94,36.37,35.44,98.45,Moderate,-0.098,2.93,41
2020-06-26,Netherlands,21.11,30.36,38.84,87.86,Moderate,-0.098,2.93,41
2020-06-26,Poland,27.73,54.03,39.47,108.34,Moderate,-0.098,2.93,41
2020-06-26,Portugal,20.68,31.03,34.25,94.72,Moderate,-0.098,2.93,41
2020-06-26,Sweden,29.01,49.62,42.87,115.82,Unhealthy_for_Sensitive,-0.098,2.93,41
2020-06-27,Austria,25.48,36.48,32.38,87.34,Moderate,-0.159,2.93,44
2020-06-27,Belgium,23.67,34.7,28.82,79.4,Moderate,-0.159,2.93,44
2020-06-27,France,22.1,30.03,33.59,92.69,Moderate,-0.159,2.93,44
2020-06-27,Germany,17.22,25.2,34.77,86.92,Moderate,-0.159,2.93,44
2020-06-27,Italy,31.45,50.03,32.25,100.07,Unhealthy_for_Sensitive,-0.159,2.93,44
2020-06-27,Netherlands,23.75,46.41,32.59,92.81,Moderate,-0.159,2.93,44
2020-06-27,Poland,22.12,30.61,36.24,90.61,Moderate,-0.159,2.93,44
2020-06-27,Spain,17.03,23.49,19.38,70.11,Moderate,-0.159,2.93,44
2020-06-27,Sweden,40.48,58.5,41.18,117.0,Unhealthy_for_Sensitive,-0.159,2.93,44
2020-06-28,Austria,26.07,47.37,18.97,94.74,Moderate,-0.136,2.92,44
2020-06-28,France,23.97,37.47,29.54,84.82,Moderate,-0.136,2.92,44
2020-06-28,Germany,30.15,37.14,33.18,86.15,Moderate,-0.136,2.92,44
2020-06-28,Italy,23.39,28.98,38.39,95.98,Moderate,-0.136,2.92,44
2020-06-28,Netherlands,27.49,34.22,35.45,88.63,Moderate,-0.136,2.92,44
2020-06-28,Poland,32.12,38.93,37.6,93.99,Moderate,-0.136,2.92,44
2020-06-28,Portugal,20.34,33.6,32.34,78.5,Moderate,-0.136,2.92,44
2020-06-28,Spain,32.7,51.48,40.73,109.3,Unhealthy_for_Sensitive,-0.136,2.92,44
2020-06-28,Sweden,24.34,33.71,37.42,95.88,Moderate,-0.136,2.92,44
2020-06-29,Austria,23.9,36.12,35.88,94.32,Moderate,-0.08,2.96,50
2020-06-29,Belgium,23.21,32.35,33.85,91.93,Moderate,-0.08,2.96,50
2020-06-29,France,27.73,39.44,36.74,91.84,Moderate,-0.08,2.96,50
2020-06-29,Germany,39.44,58.72,46.84,123.35,Unhealthy_for_Sensitive,-0.08,2.96,50
2020-06-29,Italy,22.73,29.85,30.1,85.93,Moderate,-0.08,2.96,50
2020-06-29,Netherlands,30.03,58.47,36.55,116.94,Unhealthy_for_Sensitive,-0.08,2.96,50
2020-06-29,Poland,29.53,48.94,34.52,112.48,Unhealthy_for_Sensitive,-0.08,2.96,50
2020-06-29,Portugal,22.21,37.4,37.8,94.49,Moderate,-0.08,2.96,50
2020-06-29,Spain,33.88,53.71,49.33,123.32,Unhealthy_for_Sensitive,-0.08,2.96,50
2020-06-29,Sweden,25.09,41.42,35.67,100.39,Moderate,-0.08,2.96,50
2020-06-30,Austria,23.21,30.98,25.61,79.32,Moderate,-0.047,3.01,43
2020-06-30,Belgium,23.84,35.25,33.3,90.03,Moderate,-0.047,3.01,43
2020-06-30,France,18.84,33.99,44.93,112.32,Unhealthy_for_Sensitive,-0.047,3.01,43
2020-06-30,Italy,29.19,40.29,28.1,92.22,Moderate,-0.047,3.01,43
2020-06-30,Portugal,24.14,37.03,25.08,74.06,Moderate,-0.047,3.01,43
2020-06-30,Spain,16.51,10.13,34.95,87.37,Moderate,-0.047,3.01,43
2020-06-30,Sweden,26.2,35.49,35.96,91.67,Moderate,-0.047,3.01,43
2020-07-01,Austria,26.42,34.08,34.22,85.56,Moderate,-0.091,3.01,44
2020-07-01,Germany,23.4,30.62,40.82,102.05,Unhealthy_for_Sensitive,-0.091,3.01,44
2020-07-01,Italy,22.47,38.99,34.79,92.58,Moderate,-0.091,3.01,44
2020-07-01,Netherlands,25.65,33.43,31.17,89.81,Moderate,-0.091,3.01,44
2020-07-01,Portugal,31.45,39.45,39.04,97.6,Moderate,-0.091,3.01,44
2020-07-01,Spain,22.0,28.58,35.98,89.34,Moderate,-0.091,3.01,44
2020-07-01,Sweden,22.38,34.59,27.82,71.74,Moderate,-0.091,3.01,44
2020-07-02,Austria,36.95,36.73,33.86,109.17,Unhealthy_for_Sensitive,0.073,3.22,41
2020-07-02,France,21.22,20.58,21.29,60.62,Good,0.073,3.22,41
2020-07-02,Italy,22.7,35.3,35.05,89.7,Moderate,0.073,3.22,41
2020-07-02,Netherlands,28.94,42.16,41.76,107.27,Moderate,0.073,3.22,41
2020-07-02,Poland,26.39,41.48,32.02,96.1,Moderate,0.073,3.22,41
2020-07-02,Portugal,30.26,30.96,37.86,94.64,Moderate,0.073,3.22,41
2020-07-02,Spain,30.79,46.94,33.12,96.83,Moderate,0.073,3.22,41
2020-07-02,Sweden,28.22,38.7,36.04,96.77,Moderate,0.073,3.22,41
2020-07-03,Austria,23.37,30.97,32.34,85.21,Moderate,0.026,3.15,39
2020-07-03,Belgium,22.9,33.91,24.65,78.37,Moderate,0.026,3.15,39
2020-07-03,France,25.73,33.94,27.47,75.09,Moderate,0.026,3.15,39
2020-07-03,Italy,20.51,33.36,35.95,89.87,Moderate,0.026,3.15,39
2020-07-03,Netherlands,27.99,44.94,31.36,98.78,Unhealthy_for_Sensitive,0.026,3.15,39
2020-07-03,Poland,28.27,36.73,30.51,86.62,Moderate,0.026,3.15,39
2020-07-03,Portugal,32.55,51.0,39.03,111.8,Unhealthy_for_Sensitive,0.026,3.15,39
2020-07-03,Spain,27.56,31.93,29.69,78.74,Moderate,0.026,3.15,39
2020-07-03,Sweden,26.24,37.68,32.06,91.06,Moderate,0.026,3.15,39
2020-07-04,Austria,22.55,22.43,9.81,64.42,Moderate,0.059,3.16,34
2020-07-04,Belgium,29.43,52.92,39.09,120.84,Unhealthy_for_Sensitive,0.059,3.16,34
2020-07-04,France,34.81,62.88,37.33,125.76,Unhealthy_for_Sensitive,0.059,3.16,34
2020-07-04,Germany,21.95,22.24,23.46,70.38,Moderate,0.059,3.16,34
2020-07-04,Italy,17.73,26.58,27.68,76.95,Moderate,0.059,3.16,34
2020-07-04,Poland,22.73,34.35,20.87,75.36,Moderate,0.059,3.16,34
2020-07-04,Portugal,27.71,44.42,41.64,104.11,Moderate,0.059,3.16,34
2020-07-04,Spain,19.52,31.81,31.84,81.73,Moderate,0.059,3.16,34
2020-07-04,Sweden,21.71,25.22,29.07,90.56,Moderate,0.059,3.16,34
2020-07-05,Austria,23.59,27.24,33.23,81.84,Moderate,0.088,3.27,34
2020-07-05,Belgium,27.24,40.05,30.61,80.09,Moderate,0.088,3.27,34
2020-07-05,France,17.26,28.95,36.05,90.14,Moderate,0.088,3.27,34
2020-07-05,Germany,26.16,33.96,30.46,92.0,Moderate,0.088,3.27,34
2020-07-05,Italy,22.8,32.65,28.41,72.12,Moderate,0.088,3.27,34
2020-07-05,Netherlands,28.26,37.24,47.37,118.43,Unhealthy_for_Sensitive,0.088,3.27,34
2020-07-05,Portugal,21.49,40.57,24.99,81.14,Moderate,0.088,3.27,34
2020-07-05,Sweden,30.41,37.9,39.3,98.26,Moderate,0.088,3.27,34
2020-07-06,Austria,20.54,33.74,30.39,80.09,Moderate,-0.034,3.13,29
2020-07-06,Belgium,26.89,40.55,46.17,116.3,Unhealthy_for_Sensitive,-0.034,3.13,29
2020-07-06,France,18.47,29.08,45.23,113.06,Unhealthy_for_Sensitive,-0.034,3.13,29
2020-07-06,Germany,27.33,49.33,38.62,100.52,Unhealthy_for_Sensitive,-0.034,3.13,29
2020-07-06,Italy,30.44,29.12,35.38,88.45,Moderate,-0.034,3.13,29
2020-07-06,Netherlands,25.08,32.95,44.23,110.56,Unhealthy_for_Sensitive,-0.034,3.13,29
2020-07-06,Poland,24.91,33.02,40.7,103.77,Moderate,-0.034,3.13,29
2020-07-06,Portugal,25.16,28.57,27.96,69.9,Moderate,-0.034,3.13,29
2020-07-06,Sweden,28.14,45.65,10.75,91.31,Moderate,-0.034,3.13,29
2020-07-07,Austria,24.24,38.01,37.32,93.3,Moderate,-0.029,3.04,34
2020-07-07,Belgium,22.89,23.09,22.62,65.39,Moderate,-0.029,3.04,34
2020-07-07,France,22.82,42.34,18.22,84.68,Moderate,-0.029,3.04,34
2020-07-07,Germany,24.05,38.16,32.77,86.57,Moderate,-0.029,3.04,34
2020-07-07,Italy,24.49,33.19,39.01,97.52,Moderate,-0.029,3.04,34
2020-07-07,Netherlands,26.25,48.12,44.08,120.38,Unhealthy_for_Sensitive,-0.029,3.04,34
2020-07-07,Poland,22.82,37.66,30.74,82.94,Moderate,-0.029,3.04,34
2020-07-07,Portugal,24.98,36.24,31.53,86.48,Moderate,-0.029,3.04,34
2020-07-07,Spain,20.7,23.98,35.11,87.77,Moderate,-0.029,3.04,34
2020-07-07,Sweden,26.3,54.38,40.17,123.35,Unhealthy_for_Sensitive,-0.029,3.04,34
2020-07-08,Austria,24.0,35.7,31.49,92.27,Moderate,0.0,3.0,31
2020-07-08,France,24.43,36.23,35.31,89.35,Moderate,0.0,3.0,31
2020-07-08,Germany,10.48,20.61,28.74,72.83,Good,0.0,3.0,31
2020-07-08,Italy,30.71,49.3,33.1,103.18,Moderate,0.0,3.0,31
2020-07-08,Netherlands,33.33,49.75,34.99,105.48,Unhealthy_for_Sensitive,0.0,3.0,31
2020-07-08,Portugal,22.0,34.75,33.38,90.28,Moderate,0.0,3.0,31
2020-07-08,Sweden,22.16,32.17,26.71,70.42,Moderate,0.0,3.0,31
2020-07-09,Austria,20.17,26.08,28.16,72.0,Moderate,0.0,3.03,31
2020-07-09,France,28.41,42.44,34.45,98.28,Moderate,0.0,3.03,31
2020-07-09,Germany,23.3,36.2,31.87,91.02,Moderate,0.0,3.03,31
2020-07-09,Italy,21.43,30.68,28.09,70.21,Moderate,0.0,3.03,31
2020-07-09,Netherlands,29.84,46.05,27.22,89.3,Moderate,0.0,3.03,31
2020-07-09,Poland,28.84,39.79,40.59,101.47,Unhealthy_for_Sensitive,0.0,3.03,31
2020-07-09,Portugal,25.11,31.81,27.65,80.33,Moderate,0.0,3.03,31
2020-07-09,Spain,32.13,65.26,16.55,130.53,Unhealthy_for_Sensitive,0.0,3.03,31
2020-07-09,Sweden,25.94,43.38,47.46,121.22,Moderate,0.0,3.03,31
2020-07-10,Austria,21.32,36.73,39.8,99.49,Moderate,0.065,3.12,31
2020-07-10,Belgium,26.33,43.1,32.32,94.97,Moderate,0.065,3.12,31
2020-07-10,France,25.55,38.63,32.66,91.71,Moderate,0.065,3.12,31
2020-07-10,Germany,31.93,43.69,43.38,108.46,Unhealthy_for_Sensitive,0.065,3.12,31
2020-07-10,Italy,25.96,37.64,22.98,84.34,Moderate,0.065,3.12,31
2020-07-10,Netherlands,25.76,44.02,28.59,95.81,Moderate,0.065,3.12,31
2020-07-10,Poland,21.58,34.59,29.41,80.29,Moderate,0.065,3.12,31
2020-07-10,Portugal,28.2,33.28,45.09,112.73,Unhealthy_for_Sensitive,0.065,3.12,31
2020-07-10,Spain,17.55,23.96,30.28,76.07,Moderate,0.065,3.12,31
2020-07-11,Austria,21.98,28.34,47.69,119.22,Unhealthy_for_Sensitive,0.097,3.16,31
2020-07-11,Belgium,23.12,33.3,29.12,82.09,Moderate,0.097,3.16,31
2020-07-11,France,17.21,46.64,27.82,91.79,Moderate,0.097,3.16,31
2020-07-11,Germany,32.42,44.52,34.49,113.19,Unhealthy_for_Sensitive,0.097,3.16,31
2020-07-11,Italy,23.24,35.17,36.67,91.68,Moderate,0.097,3.16,31
2020-07-11,Netherlands,19.33,27.72,30.61,79.29,Moderate,0.097,3.16,31
2020-07-11,Poland,30.53,45.24,35.59,90.48,Moderate,0.097,3.16,31
2020-07-11,Portugal,24.55,41.18,32.09,102.9,Moderate,0.097,3.16,31
2020-07-11,Spain,30.97,48.06,35.2,110.62,Unhealthy_for_Sensitive,0.097,3.16,31
2020-07-11,Sweden,28.95,51.12,47.8,119.52,Unhealthy_for_Sensitive,0.097,3.16,31
2020-07-12,Austria,19.66,29.42,32.59,100.77,Unhealthy_for_Sensitive,-0.032,2.97,31
2020-07-12,Belgium,21.58,33.36,36.33,90.82,Moderate,-0.032,2.97,31
2020-07-12,France,23.69,25.91,29.62,65.11,Moderate,-0.032,2.97,31
2020-07-12,Germany,18.06,37.18,26.9,74.35,Moderate,-0.032,2.97,31
2020-07-12,Italy,17.51,16.33,25.24,74.72,Moderate,-0.032,2.97,31
2020-07-12,Poland,31.25,69.97,52.17,139.93,Unhealthy_for_Sensitive,-0.032,2.97,31
2020-07-12,Portugal,26.52,42.14,34.8,90.62,Moderate,-0.032,2.97,31
2020-07-12,Spain,26.01,41.9,25.88,93.57,Unhealthy_for_Sensitive,-0.032,2.97,31
2020-07-12,Sweden,22.41,38.46,23.21,81.25,Moderate,-0.032,2.97,31
2020-07-13,Austria,35.91,68.2,51.04,136.4,Unhealthy_for_Sensitive,0.028,3.1,36
2020-07-13,Belgium,25.89,31.3,28.35,78.08,Moderate,0.028,3.1,36
2020-07-13,France,24.18,28.12,35.78,89.45,Moderate,0.028,3.1,36
2020-07-13,Germany,26.16,43.05,39.38,98.47,Moderate,0.028,3.1,36
2020-07-13,Italy,26.25,46.88,43.44,109.64,Unhealthy_for_Sensitive,0.028,3.1,36
2020-07-13,Netherlands,30.98,49.2,34.7,98.44,Moderate,0.028,3.1,36
2020-07-13,Poland,28.76,51.67,32.46,103.33,Unhealthy_for_Sensitive,0.028,3.1,36
2020-07-13,Portugal,24.16,33.78,32.67,81.73,Moderate,0.028,3.1,36
2020-07-13,Spain,30.58,45.02,38.45,96.13,Moderate,0.028,3.1,36
2020-07-13,Sweden,16.98,25.26,44.43,111.07,Unhealthy_for_Sensitive,0.028,3.1,36
2020-07-14,Belgium,22.0,30.46,33.76,88.45,Moderate,0.0,3.12,30
2020-07-14,France,26.92,33.89,31.51,91.82,Moderate,0.0,3.12,30
2020-07-14,Germany,20.03,25.29,30.91,84.63,Good,0.0,3.12,30
2020-07-14,Italy,21.75,39.69,33.78,91.26,Moderate,0.0,3.12,30
2020-07-14,Netherlands,27.96,41.07,34.45,93.67,Moderate,0.0,3.12,30
2020-07-14,Portugal,18.07,33.32,25.96,64.91,Moderate,0.0,3.12,30
2020-07-14,Spain,27.9,42.59,16.0,90.7,Moderate,0.0,3.12,30
2020-07-14,Sweden,19.78,31.3,36.27,90.66,Moderate,0.0,3.12,30
2020-07-15,Austria,28.1,36.72,32.43,91.82,Moderate,-0.031,3.1,32
2020-07-15,Belgium,18.88,34.85,32.43,81.07,Moderate,-0.031,3.1,32
2020-07-15,Germany,31.41,51.54,29.0,125.53,Moderate,-0.031,3.1,32
2020-07-15,Italy,23.93,33.46,25.13,74.14,Moderate,-0.031,3.1,32
2020-07-15,Netherlands,28.55,44.75,33.8,89.52,Moderate,-0.031,3.1,32
2020-07-15,Poland,24.24,36.62,35.78,105.41,Unhealthy_for_Sensitive,-0.031,3.1,32
2020-07-15,Portugal,21.37,38.64,37.79,94.47,Moderate,-0.031,3.1,32
2020-07-15,Spain,33.18,52.06,37.41,104.13,Moderate,-0.031,3.1,32
2020-07-15,Sweden,23.6,39.5,39.02,97.55,Moderate,-0.031,3.1,32
2020-07-16,Austria,28.97,39.76,37.52,96.81,Moderate,-0.132,2.98,38
2020-07-16,Belgium,25.62,26.28,35.53,96.31,Moderate,-0.132,2.98,38
2020-07-16,France,34.67,57.42,48.81,133.72,Unhealthy_for_Sensitive,-0.132,2.98,38
2020-07-16,Germany,27.15,42.3,40.84,102.1,Moderate,-0.132,2.98,38
2020-07-16,Italy,20.78,25.84,31.37,79.75,Moderate,-0.132,2.98,38
2020-07-16,Netherlands,25.93,41.05,35.84,94.41,Moderate,-0.132,2.98,38
2020-07-16,Poland,29.81,56.71,39.06,113.42,Unhealthy_for_Sensitive,-0.132,2.98,38
2020-07-16,Portugal,21.65,17.8,43.66,109.14,Unhealthy_for_Sensitive,-0.132,2.98,38
2020-07-16,Spain,20.16,30.94,35.11,87.79,Moderate,-0.132,2.98,38
2020-07-17,Austria,20.2,26.09,22.5,66.14,Moderate,-0.15,2.91,40
2020-07-17,Belgium,30.71,28.99,33.96,94.27,Moderate,-0.15,2.91,40
2020-07-17,France,33.92,52.85,38.18,109.54,Unhealthy_for_Sensitive,-0.15,2.91,40
2020-07-17,Germany,31.05,44.45,28.84,93.0,Moderate,-0.15,2.91,40
2020-07-17,Italy,26.52,41.84,42.86,107.15,Moderate,-0.15,2.91,40
2020-07-17,Netherlands,16.77,25.46,26.45,70.09,Moderate,-0.15,2.91,40
2020-07-17,Portugal,22.65,37.05,35.95,89.87,Moderate,-0.15,2.91,40
2020-07-17,Spain,25.4,34.24,35.53,98.5,Moderate,-0.15,2.91,40
2020-07-17,Sweden,32.81,29.05,37.62,94.05,Moderate,-0.15,2.91,40
2020-07-18,Austria,17.33,24.35,18.7,56.67,Moderate,-0.158,2.93,38
