timestamp,country,water_body,source_type,monitoring_station,temperature,ph,dissolved_oxygen,turbidity,conductivity,nitrate,phosphate,ammonia,bod,cod,chloride,total_solids,coliform_count,wqi,safety_category,month,season
2021-01-13,Portugal,Tagus River,Reservoir,Upstream,10.02,7.21,7.15,24.5,584.56,7.36,0.148,0.471,4.71,11.6,62.38,347.31,91.07,90.16,Moderate_Risk,1.0,1.0
2021-01-13,Germany,Danube River,River,Midstream,11.51,7.04,6.37,26.97,,9.37,,0.869,5.25,14.02,52.93,370.79,44.07,87.03,Moderate_Risk,1.0,1.0
2021-01-14,Belgium,Lake Gileppe,Lake,Urban_Point,15.4,,4.82,25.35,501.8,6.78,0.238,0.871,5.67,12.22,71.51,423.88,84.52,82.72,Moderate_Risk,1.0,1.0
2021-01-14,Italy,Po River,Stream,Midstream,12.28,6.13,7.07,26.51,577.4,,0.246,0.933,5.03,11.02,46.99,443.13,59.46,86.02,Moderate_Risk,1.0,1.0
2021-01-14,Poland,Warta River,Lake,Upstream,15.77,7.26,7.13,20.43,488.75,7.46,0.211,0.538,5.35,9.24,60.62,314.18,46.64,90.09,Moderate_Risk,1.0,1.0
2021-01-15,Sweden,Lake Vattern,Reservoir,Downstream,18.29,6.6,2.91,24.71,575.01,9.75,0.264,0.795,6.41,16.82,69.05,431.96,66.97,76.67,Contaminated,1.0,1.0
2021-01-15,Spain,Guadalquivir River,Stream,Downstream,13.72,7.0,4.06,24.99,539.33,7.5,0.223,0.7,5.87,15.59,51.29,410.53,106.42,80.31,Moderate_Risk,1.0,1.0
2021-01-15,France,Rhone River,Reservoir,Downstream,,,3.21,26.32,618.33,7.54,0.281,0.825,6.7,12.02,52.79,380.01,40.03,76.94,Contaminated,1.0,1.0
2021-01-16,Poland,Warta River,Groundwater,Midstream,14.85,6.44,5.82,22.11,557.72,6.46,0.228,0.562,6.21,11.31,53.17,396.78,71.79,83.84,Contaminated,1.0,1.0
2021-01-16,Austria,Lake Neusiedl,Groundwater,Midstream,13.39,7.7,6.23,18.42,504.27,7.32,0.184,0.529,6.13,15.0,53.57,381.69,133.41,86.07,Contaminated,1.0,1.0
2021-01-16,Sweden,Lake Vattern,Groundwater,Downstream,14.23,6.74,4.89,25.81,571.96,10.01,0.239,0.728,5.29,14.81,61.62,429.19,163.46,82.52,Moderate_Risk,1.0,1.0
2021-01-17,Spain,Ebro River,Stream,Urban_Point,16.62,6.34,3.48,21.69,686.63,9.11,0.241,0.85,5.97,13.91,55.44,435.62,77.16,77.51,Contaminated,1.0,1.0
2021-01-17,France,Seine River,Lake,,16.84,7.92,7.24,20.96,545.56,6.48,0.239,0.626,4.8,12.56,61.12,363.65,124.36,89.64,Moderate_Risk,1.0,1.0
2021-01-17,Sweden,Dalalven River,River,Source,11.48,7.59,7.97,17.37,467.53,8.03,0.203,0.433,4.82,15.46,58.23,336.95,95.95,92.84,Moderate_Risk,1.0,1.0
2021-01-18,Spain,Tagus River,Stream,Midstream,14.56,6.85,6.94,25.96,567.88,7.14,0.265,0.798,6.28,12.97,44.37,357.59,53.23,86.51,Contaminated,1.0,1.0
2021-01-18,Belgium,Yser River,Lake,Upstream,14.09,7.37,6.37,25.91,501.97,5.94,0.185,0.768,4.43,12.25,53.93,349.27,64.83,88.4,Moderate_Risk,1.0,1.0
2021-01-18,Germany,Lake Constance,Groundwater,Urban_Point,11.68,7.13,4.05,23.9,489.33,9.0,0.287,0.729,5.46,17.42,54.95,406.63,55.44,81.32,Moderate_Risk,1.0,1.0
2021-01-19,Poland,Oder River,Lake,Downstream,16.54,6.39,3.56,25.0,617.95,7.55,0.255,0.736,7.3,16.08,36.18,460.84,89.49,74.9,Contaminated,1.0,1.0
2021-01-19,Austria,Lake Neusiedl,Reservoir,Upstream,12.43,7.06,7.69,23.03,498.4,7.29,0.21,0.373,4.21,9.3,44.38,314.02,72.73,92.22,Moderate_Risk,1.0,1.0
2021-01-19,Italy,Lake Como,River,,6.92,7.72,7.33,19.94,546.02,6.79,0.169,0.637,5.03,11.34,42.3,319.22,72.23,91.14,Moderate_Risk,1.0,1.0
2021-01-20,Poland,Warta River,Stream,Midstream,11.5,7.73,7.57,23.4,545.11,8.91,0.288,0.656,5.61,14.36,61.3,383.97,45.72,89.45,Moderate_Risk,1.0,1.0
2021-01-20,Netherlands,IJsselmeer Lake,Reservoir,Midstream,16.97,8.45,6.27,25.11,489.54,10.22,0.252,0.615,5.5,14.37,61.44,353.01,44.13,86.28,Moderate_Risk,1.0,1.0
2021-01-20,Portugal,Douro River,Reservoir,Source,10.69,6.73,6.82,20.8,510.19,7.87,0.16,0.621,,12.79,49.18,307.73,62.22,89.61,Moderate_Risk,1.0,1.0
2021-01-21,Poland,Oder River,River,Upstream,13.88,7.6,7.2,23.08,466.53,7.12,0.167,0.591,5.49,16.05,43.57,374.98,68.42,89.56,Moderate_Risk,1.0,1.0
2021-01-21,Belgium,Meuse River,Groundwater,Source,13.52,6.76,7.33,24.66,520.22,6.2,0.146,0.571,4.77,11.31,58.53,395.82,87.07,90.54,Moderate_Risk,1.0,1.0
2021-01-21,Sweden,Dalalven River,Lake,Downstream,12.04,6.6,4.1,22.97,504.68,10.28,0.29,0.719,,13.21,68.22,383.48,128.67,78.91,Contaminated,1.0,1.0
2021-01-22,Germany,Elbe River,Groundwater,Upstream,15.02,8.02,6.61,24.06,557.33,7.25,0.2,0.848,5.54,17.62,39.38,403.93,46.24,87.9,Moderate_Risk,1.0,
2021-01-22,Netherlands,Rhine River,River,Urban_Point,17.99,6.1,2.91,21.18,659.56,8.55,0.301,0.801,5.71,18.28,75.18,404.61,115.23,74.67,Contaminated,1.0,1.0
2021-01-22,Italy,Po River,Groundwater,Urban_Point,,6.42,3.32,29.59,621.56,9.46,0.299,0.705,6.94,14.57,58.7,375.1,100.57,73.36,Contaminated,1.0,1.0
2021-01-23,France,Lake Geneva,Stream,Urban_Point,10.62,6.22,,31.36,632.97,9.7,0.221,0.821,6.96,16.59,55.1,419.85,62.87,76.2,Contaminated,1.0,1.0
2021-01-23,Germany,Lake Constance,Stream,Urban_Point,11.01,6.33,4.48,24.54,459.83,9.36,0.211,0.875,6.74,12.87,74.95,406.49,119.94,78.18,Contaminated,1.0,1.0
2021-01-23,Austria,Lake Neusiedl,Stream,Source,15.05,6.91,,19.01,500.41,6.23,0.158,0.714,4.81,12.35,52.85,359.66,27.8,90.5,Moderate_Risk,1.0,1.0
2021-01-24,Belgium,Scheldt River,Lake,Urban_Point,10.65,7.12,4.7,22.84,,6.75,0.265,0.871,6.98,18.2,62.06,399.83,91.14,80.56,Contaminated,1.0,1.0
2021-01-24,Spain,Guadalquivir River,Reservoir,Downstream,12.68,5.93,3.79,25.66,580.53,9.35,0.286,0.913,6.0,15.99,66.93,419.83,55.08,76.3,Contaminated,1.0,1.0
2021-01-24,France,Lake Geneva,Reservoir,Upstream,11.94,7.25,7.07,14.88,372.32,5.66,0.174,0.71,5.34,12.25,57.29,376.63,46.14,91.46,Moderate_Risk,1.0,1.0
2021-01-25,Austria,Mur River,Reservoir,Urban_Point,13.8,5.82,4.27,27.1,602.25,9.28,0.282,0.782,6.3,14.96,56.16,450.15,25.19,76.67,Contaminated,1.0,1.0
2021-01-25,Spain,Ebro River,Reservoir,Downstream,15.75,6.37,3.64,25.32,567.9,10.39,0.207,0.927,7.35,20.9,52.1,395.4,117.35,74.85,Contaminated,1.0,1.0
2021-01-25,France,Seine River,Groundwater,Downstream,17.53,6.56,4.05,31.54,512.83,9.07,0.206,0.71,6.13,13.92,57.24,389.99,213.37,77.85,Contaminated,1.0,1.0
2021-01-26,Germany,Rhine River,Stream,Upstream,14.24,7.68,6.76,22.28,500.8,7.02,0.192,0.438,3.92,11.32,48.19,378.8,41.36,91.14,Moderate_Risk,1.0,1.0
2021-01-26,Netherlands,Rhine River,Groundwater,Source,13.86,7.37,6.85,20.73,377.08,6.26,0.171,0.414,4.65,15.33,61.58,324.94,37.26,90.8,Moderate_Risk,1.0,1.0
2021-01-26,Germany,Lake Constance,Stream,Source,12.83,6.64,7.62,18.21,576.22,6.1,0.196,0.613,4.91,,48.48,407.24,91.15,91.79,Moderate_Risk,1.0,1.0
2021-01-27,Germany,Lake Constance,Groundwater,Downstream,15.96,6.12,3.71,22.32,576.97,8.09,0.323,,5.62,13.87,71.08,410.52,89.24,76.88,Contaminated,1.0,1.0
2021-01-27,Austria,Mur River,River,Upstream,,7.11,7.22,20.05,454.42,6.24,0.202,0.46,5.44,10.82,48.49,336.93,38.94,90.37,Moderate_Risk,1.0,1.0
2021-01-27,Germany,Danube River,Lake,Urban_Point,14.37,7.44,3.44,25.7,586.6,8.29,0.238,0.77,5.94,12.72,57.15,423.67,71.43,78.77,Contaminated,1.0,1.0
2021-01-28,Belgium,Lake Gileppe,Reservoir,Midstream,12.01,6.75,6.87,20.13,523.74,9.56,0.238,0.823,5.74,14.0,45.57,427.82,98.48,87.78,Moderate_Risk,1.0,1.0
2021-01-28,France,Seine River,Lake,Upstream,16.17,7.77,7.56,20.47,526.65,8.32,0.206,0.563,5.48,15.18,53.46,324.62,82.89,90.36,Moderate_Risk,1.0,1.0
2021-01-28,Austria,Lake Neusiedl,Reservoir,Midstream,12.41,6.58,7.43,23.88,550.83,7.47,0.263,0.714,5.7,13.93,48.77,413.8,43.51,89.11,Moderate_Risk,1.0,1.0
2021-01-29,Poland,Oder River,River,Source,12.52,6.59,6.61,20.81,538.95,5.51,0.229,0.906,5.39,12.39,45.0,316.29,85.73,87.78,Moderate_Risk,1.0,1.0
2021-01-29,Poland,Lake Sniardwy,Lake,Downstream,14.33,6.59,3.2,26.68,535.54,7.32,0.282,0.664,6.91,17.98,71.59,390.6,39.92,76.52,Contaminated,1.0,1.0
2021-01-29,France,Loire River,Groundwater,Urban_Point,18.23,6.69,2.98,22.05,505.58,8.87,0.252,0.786,5.66,11.81,62.94,424.53,38.71,79.02,Contaminated,1.0,1.0
2021-01-30,France,Seine River,Stream,Upstream,14.95,7.79,7.24,22.11,448.96,7.79,0.227,0.535,5.39,13.2,43.82,344.11,54.39,89.7,Moderate_Risk,1.0,1.0
2021-01-30,Italy,Po River,Lake,Source,12.21,6.95,7.28,20.42,488.56,6.69,0.163,0.785,5.32,13.31,59.76,343.88,33.28,,Moderate_Risk,1.0,1.0
2021-01-30,Italy,Po River,River,Midstream,14.69,7.24,7.0,17.73,544.39,7.64,0.243,0.672,5.43,11.03,60.05,340.82,42.62,89.87,Moderate_Risk,1.0,1.0
2021-01-31,Sweden,Lake Vanern,River,Upstream,15.39,7.89,7.07,,483.19,7.19,0.168,0.47,4.27,8.24,56.87,373.9,31.86,91.49,Moderate_Risk,1.0,1.0
2021-01-31,Netherlands,Rhine River,Groundwater,Urban_Point,14.59,5.18,4.07,26.93,589.39,9.49,0.216,0.719,6.41,17.5,59.43,367.03,82.97,74.06,Contaminated,1.0,1.0
2021-01-31,Spain,Guadalquivir River,Reservoir,Upstream,16.3,6.27,6.59,17.88,449.94,8.6,0.242,0.547,5.89,14.72,75.89,354.34,66.69,85.58,Moderate_Risk,1.0,1.0
2021-02-01,Poland,Vistula River,Reservoir,Source,19.73,6.93,5.63,21.54,507.61,5.89,0.147,0.605,5.63,15.93,49.18,402.41,37.62,87.3,Moderate_Risk,2.0,1.0
2021-02-01,Poland,Oder River,Lake,Downstream,13.72,6.87,4.03,31.19,547.89,8.94,0.291,0.938,5.68,15.51,60.98,453.28,220.54,77.64,Moderate_Risk,2.0,1.0
2021-02-01,Portugal,Douro River,Groundwater,Upstream,20.57,6.82,5.84,12.57,503.94,6.83,0.209,0.553,4.93,14.94,59.59,343.74,65.77,89.73,Moderate_Risk,2.0,1.0
2021-02-02,Belgium,Lake Gileppe,Groundwater,Urban_Point,18.62,6.33,2.67,24.04,629.16,9.01,0.266,,5.96,12.15,62.7,419.24,61.38,74.93,Contaminated,2.0,1.0
2021-02-02,Netherlands,Rhine River,River,Midstream,19.88,7.01,4.96,26.56,527.33,9.01,0.211,0.791,5.94,15.18,61.99,418.84,81.09,82.77,Moderate_Risk,2.0,1.0
2021-02-02,France,Lake Geneva,Reservoir,Urban_Point,18.09,6.68,2.91,29.37,633.68,8.12,0.33,0.711,5.62,13.46,72.48,420.65,162.11,75.12,Contaminated,2.0,1.0
2021-02-03,Belgium,Yser River,Lake,Urban_Point,16.33,6.83,3.35,21.31,563.88,8.85,0.245,0.825,5.63,13.11,67.03,416.13,58.08,80.09,Contaminated,,1.0
2021-02-03,Austria,Mur River,River,Midstream,18.44,6.68,6.12,24.68,514.6,7.5,0.212,0.709,5.46,16.4,47.13,396.29,106.27,85.57,Moderate_Risk,2.0,1.0
2021-02-03,Germany,Danube River,Stream,Urban_Point,20.39,5.52,3.57,30.99,563.93,9.48,0.221,0.609,6.21,13.93,57.17,408.42,38.66,73.86,Contaminated,2.0,1.0
2021-02-04,Portugal,Mondego River,Lake,Midstream,18.95,7.25,5.27,24.58,569.49,9.5,0.234,0.752,5.48,14.45,72.01,447.39,70.31,84.64,Moderate_Risk,2.0,1.0
2021-02-04,Germany,Rhine River,Stream,Upstream,14.89,6.69,7.79,18.47,571.44,8.22,0.225,0.509,5.12,16.47,54.48,380.9,22.36,92.35,Moderate_Risk,2.0,1.0
2021-02-04,France,Lake Geneva,Reservoir,Downstream,16.49,7.15,4.13,27.04,570.75,7.07,0.232,,6.37,19.24,63.27,383.22,69.1,79.83,Contaminated,2.0,1.0
,Portugal,Tagus River,Lake,Downstream,18.92,,3.72,26.49,607.59,10.34,0.268,0.851,6.47,14.25,,336.23,84.52,75.22,,2.0,1.0
2021-02-05,France,,Groundwater,Downstream,20.23,6.69,3.77,27.96,558.26,7.73,0.257,0.724,6.24,16.11,57.22,388.59,23.84,79.02,Contaminated,2.0,1.0
2021-02-05,Netherlands,Rhine River,River,Source,16.59,7.14,6.54,23.98,487.67,7.58,0.174,0.614,4.4,11.17,48.7,325.87,54.3,89.61,Moderate_Risk,2.0,1.0
2021-02-06,Spain,Lake Sanabria,Groundwater,Source,18.13,6.95,6.07,24.06,447.37,7.51,0.249,0.624,4.98,10.02,59.47,348.45,70.98,86.45,Moderate_Risk,2.0,1.0
2021-02-06,France,Loire River,Groundwater,Upstream,17.32,6.93,6.6,20.24,479.91,8.25,,0.77,4.89,12.13,43.72,362.28,41.42,89.9,Moderate_Risk,2.0,1.0
2021-02-06,Belgium,Scheldt River,Reservoir,Midstream,16.65,6.91,6.97,22.98,628.03,7.16,0.218,0.617,5.69,13.16,58.4,,16.97,88.62,Moderate_Risk,2.0,1.0
2021-02-07,Austria,Mur River,Groundwater,Midstream,17.91,6.15,5.58,22.11,522.27,,0.191,0.675,6.03,13.52,,404.31,62.4,83.16,Contaminated,2.0,1.0
2021-02-07,,Danube River,Groundwater,Upstream,18.7,6.86,5.38,19.08,543.77,7.32,0.131,0.645,4.8,13.55,48.95,325.87,118.69,87.39,Moderate_Risk,2.0,1.0
2021-02-07,Germany,Rhine River,Stream,Downstream,20.07,5.44,3.59,,646.19,9.69,0.277,0.787,6.59,17.04,80.04,407.05,137.0,72.72,Contaminated,2.0,1.0
2021-02-08,Belgium,Lake Gileppe,Stream,Source,18.11,7.35,7.04,18.82,496.62,8.77,0.19,,5.08,13.24,33.3,320.5,106.38,89.84,Moderate_Risk,2.0,1.0
2021-02-08,Italy,Arno River,River,Urban_Point,14.35,7.48,4.25,,589.69,8.57,0.283,0.915,5.5,18.87,78.25,392.53,92.73,80.43,Moderate_Risk,2.0,1.0
2021-02-08,,Inn River,River,Source,16.61,7.47,6.54,21.39,498.2,7.35,0.186,0.682,4.46,10.33,56.11,316.01,22.77,90.03,Moderate_Risk,2.0,1.0
2021-02-09,Sweden,Lake Vattern,Lake,Source,17.05,7.13,6.32,23.13,532.57,7.17,0.202,0.759,4.52,9.21,40.91,360.36,51.35,88.84,Moderate_Risk,2.0,1.0
2021-02-09,Portugal,Guadiana River,River,Downstream,16.54,6.6,3.14,31.09,533.99,9.04,0.321,0.693,6.2,13.73,65.98,348.07,41.7,76.15,Contaminated,2.0,1.0
2021-02-09,Netherlands,Scheldt River,Stream,Source,19.48,6.7,5.16,,518.18,7.65,0.188,0.599,4.41,11.3,54.81,333.95,116.43,87.35,Moderate_Risk,2.0,1.0
2021-02-10,Belgium,Lake Gileppe,Reservoir,Downstream,16.36,5.44,4.33,23.39,550.04,8.32,0.255,0.823,6.13,17.37,60.57,430.23,77.23,76.39,Contaminated,2.0,1.0
2021-02-10,Sweden,Lake Vattern,Groundwater,Downstream,14.34,6.76,3.98,32.53,521.01,9.63,0.262,0.811,6.18,12.28,64.61,399.23,59.98,78.48,Contaminated,2.0,1.0
2021-02-10,Poland,Lake Sniardwy,River,Urban_Point,19.24,6.82,2.8,25.78,609.03,8.69,0.255,0.668,6.41,21.2,56.94,428.68,130.51,75.39,Contaminated,2.0,1.0
2021-02-11,Germany,Elbe River,Stream,Downstream,15.88,6.84,3.48,25.63,598.43,9.83,0.265,0.764,6.86,19.89,55.17,412.73,31.79,77.71,Contaminated,2.0,1.0
2021-02-11,Poland,Warta River,Stream,Source,14.68,6.66,6.78,17.92,458.29,8.42,0.206,0.46,5.77,14.33,55.06,359.2,61.6,88.88,Moderate_Risk,2.0,1.0
2021-02-11,Italy,Po River,Groundwater,Midstream,16.24,7.08,8.03,22.95,506.67,7.32,0.251,0.64,5.45,11.46,60.92,395.13,51.25,91.19,Moderate_Risk,2.0,1.0
2021-02-12,Sweden,Gota River,Stream,Urban_Point,15.51,6.36,3.0,22.48,564.61,9.69,0.298,0.745,6.57,17.69,,399.49,28.48,75.23,Contaminated,2.0,1.0
2021-02-12,Belgium,Yser River,Reservoir,Urban_Point,17.07,6.51,3.46,28.11,599.78,9.01,0.288,0.781,6.16,,60.38,386.5,45.02,77.97,Contaminated,2.0,1.0
2021-02-12,Portugal,Douro River,Groundwater,Midstream,16.29,7.51,6.97,21.94,510.45,6.95,0.182,,5.03,14.07,46.0,419.52,180.86,88.49,Moderate_Risk,2.0,1.0
2021-02-13,Poland,Warta River,River,Midstream,13.56,7.3,7.22,24.37,593.12,8.91,0.251,0.665,6.44,15.14,47.31,363.09,33.07,87.5,Contaminated,2.0,1.0
2021-02-13,,Oder River,Stream,Source,19.19,5.78,5.99,20.63,482.72,5.96,0.201,0.524,5.76,15.65,59.81,297.79,77.85,83.46,Moderate_Risk,2.0,1.0
2021-02-13,Belgium,Scheldt River,River,Midstream,18.51,6.51,6.51,22.08,506.53,8.04,0.306,0.602,5.77,12.35,41.15,403.98,48.96,86.64,Moderate_Risk,2.0,1.0
2021-02-14,Netherlands,Rhine River,Stream,Downstream,18.82,6.71,3.29,28.65,554.3,9.95,0.228,0.691,6.42,16.9,71.3,358.69,66.66,77.25,Contaminated,2.0,1.0
2021-02-14,Portugal,Tagus River,Lake,Midstream,14.67,7.73,7.05,27.0,512.11,7.25,0.218,0.616,5.52,12.3,42.18,391.42,75.43,87.74,,2.0,1.0
2021-02-14,Spain,Guadalquivir River,Stream,Downstream,19.45,6.0,4.05,28.97,656.64,9.99,0.289,0.77,5.78,13.75,45.35,450.28,60.75,76.67,Moderate_Risk,2.0,1.0
2021-02-15,Italy,Po River,Lake,Downstream,19.51,6.49,4.09,22.15,635.37,9.21,0.261,0.844,6.3,14.16,57.88,468.82,266.29,77.21,Contaminated,2.0,1.0
2021-02-15,Germany,Lake Constance,Groundwater,Downstream,15.79,6.17,3.77,25.86,579.95,8.56,0.24,0.801,6.52,15.3,38.13,368.98,119.78,75.55,Contaminated,2.0,1.0
2021-02-15,Germany,Danube River,Groundwater,Downstream,18.92,6.95,3.43,24.97,541.41,8.82,0.317,0.717,5.62,13.66,58.0,417.98,104.06,78.11,Contaminated,2.0,1.0
2021-02-16,Italy,Lake Como,River,Urban_Point,16.67,7.18,2.72,26.21,702.92,9.05,0.276,0.693,7.3,16.66,58.15,364.13,84.0,74.13,Contaminated,2.0,1.0
2021-02-16,Sweden,Lake Vanern,Groundwater,Source,16.37,7.05,5.63,19.26,514.54,5.73,0.227,0.544,5.46,13.69,50.65,388.29,33.26,87.21,Moderate_Risk,2.0,1.0
2021-02-16,,Danube River,Stream,Source,13.77,7.58,6.61,16.99,435.5,6.61,0.196,0.683,4.34,9.65,64.23,381.23,35.63,91.15,Moderate_Risk,2.0,1.0
2021-02-17,Austria,Inn River,Reservoir,Urban_Point,16.83,6.17,4.33,25.32,570.91,9.05,0.252,0.773,6.39,17.07,55.57,387.02,51.62,78.37,Contaminated,2.0,1.0
2021-02-17,Netherlands,Rhine River,Lake,Urban_Point,14.83,7.34,3.82,21.79,530.29,10.64,0.294,0.718,5.7,15.79,66.33,399.38,55.99,80.38,Contaminated,2.0,1.0
2021-02-17,Sweden,Gota River,Reservoir,Midstream,16.46,7.91,6.56,20.8,607.18,7.13,0.21,0.78,5.37,10.46,47.73,409.71,67.96,88.2,Moderate_Risk,2.0,1.0
2021-02-18,Belgium,Yser River,Lake,Midstream,17.21,8.21,7.19,20.9,570.87,9.18,,0.718,5.29,13.58,58.33,409.15,19.47,89.8,Moderate_Risk,2.0,1.0
2021-02-18,Belgium,Meuse River,Groundwater,Downstream,14.07,6.56,3.66,27.0,597.86,9.68,0.254,0.943,7.01,17.76,70.41,359.11,119.72,76.66,,2.0,
2021-02-18,Belgium,Yser River,River,Midstream,17.39,7.68,6.81,20.49,566.03,7.96,0.2,0.628,5.74,11.52,57.31,396.23,98.19,87.92,Moderate_Risk,,1.0
2021-02-19,Portugal,Guadiana River,,Downstream,14.13,6.28,4.63,25.5,577.41,9.25,0.207,0.788,,13.66,64.57,408.35,102.98,79.82,Moderate_Risk,2.0,1.0
2021-02-19,France,Rhone River,Groundwater,Downstream,18.84,6.35,2.36,26.9,595.73,,0.233,0.876,5.97,13.78,76.24,409.01,107.98,73.14,Contaminated,2.0,1.0
2021-02-19,Poland,Vistula River,River,Urban_Point,13.02,6.12,,27.71,664.52,9.41,0.273,0.694,5.04,13.49,57.03,439.52,44.35,78.76,Moderate_Risk,2.0,1.0
2021-02-20,France,Rhone River,Groundwater,Midstream,17.8,6.5,7.28,23.1,547.18,7.85,0.257,0.735,6.32,17.31,65.07,424.77,51.67,86.49,Contaminated,2.0,1.0
,,Guadiana River,Lake,Midstream,15.73,7.22,6.62,24.02,596.98,8.48,0.201,0.585,6.1,12.93,52.51,366.81,32.3,87.1,Contaminated,2.0,1.0
2021-02-20,,Vistula River,Lake,Downstream,17.21,6.96,2.41,20.83,508.12,8.52,0.277,0.566,7.0,17.83,75.6,383.42,90.06,74.72,Contaminated,2.0,1.0
2021-02-21,Portugal,Mondego River,Stream,Midstream,17.1,7.24,6.11,26.31,552.11,6.11,0.251,0.895,4.98,,64.8,380.94,65.16,86.19,Moderate_Risk,2.0,
2021-02-21,Belgium,Scheldt River,Reservoir,Urban_Point,16.4,5.77,4.07,26.35,576.91,10.4,0.264,0.925,6.12,12.98,,409.03,48.12,76.36,Contaminated,2.0,1.0
2021-02-21,Portugal,Douro River,Stream,Urban_Point,13.62,6.63,5.19,31.11,566.07,9.91,0.269,0.8,6.18,15.16,60.98,459.7,77.93,81.57,Contaminated,,1.0
2021-02-22,Sweden,Lake Vattern,Reservoir,Midstream,15.76,7.39,7.07,24.59,622.03,8.22,0.288,0.843,5.99,11.6,57.1,387.39,66.83,87.01,Moderate_Risk,2.0,1.0
2021-02-22,Poland,Warta River,Lake,Source,16.71,8.0,6.16,24.11,546.06,6.67,0.245,0.549,5.99,16.55,67.98,336.09,61.22,85.37,Moderate_Risk,2.0,1.0
2021-02-22,Austria,Inn River,Stream,Urban_Point,14.99,6.86,5.15,28.7,604.1,9.72,0.246,0.854,6.01,15.26,63.75,399.43,72.24,82.54,Contaminated,2.0,1.0
2021-02-23,Spain,Tagus River,Groundwater,Upstream,16.18,7.09,5.84,21.04,521.17,7.53,0.188,,3.86,11.21,57.13,366.25,54.61,90.1,Moderate_Risk,2.0,1.0
2021-02-23,Germany,Danube River,Groundwater,Upstream,18.92,7.63,5.9,19.11,443.19,6.8,0.197,0.586,5.25,14.15,49.35,360.4,75.6,88.04,Moderate_Risk,2.0,1.0
2021-02-23,Netherlands,IJsselmeer Lake,Reservoir,Upstream,15.33,7.72,6.73,20.5,410.51,7.66,0.203,0.617,4.95,13.63,58.25,364.52,96.6,88.91,Moderate_Risk,2.0,1.0
2021-02-24,Sweden,Gota River,,Upstream,15.39,6.94,7.12,19.67,532.95,7.29,0.205,0.581,4.9,8.74,57.34,358.0,91.12,90.2,Moderate_Risk,2.0,1.0
2021-02-24,Netherlands,Scheldt River,Lake,Downstream,15.82,6.47,3.67,29.55,523.29,8.54,0.262,0.666,7.01,19.27,76.3,421.76,24.57,75.64,Contaminated,2.0,1.0
2021-02-24,Sweden,Gota River,Lake,Upstream,15.56,6.86,7.7,15.03,463.42,8.42,0.194,0.71,5.29,17.43,64.46,356.39,58.38,92.68,Moderate_Risk,2.0,1.0
2021-02-25,Netherlands,Rhine River,Stream,Midstream,,7.04,6.5,24.83,484.87,8.21,0.21,0.647,6.16,15.8,51.45,343.64,40.7,86.44,Contaminated,2.0,1.0
2021-02-25,Belgium,Meuse River,Reservoir,Source,16.81,7.84,6.63,16.85,520.36,8.22,0.204,0.641,5.59,12.42,57.91,308.18,51.63,89.23,Moderate_Risk,2.0,1.0
2021-02-25,Poland,Oder River,Groundwater,Midstream,16.45,7.52,6.08,19.91,568.95,9.05,0.239,0.849,5.18,10.63,64.38,383.67,89.79,86.78,Moderate_Risk,2.0,1.0
2021-02-26,Germany,Elbe River,Lake,Upstream,18.45,8.01,6.57,22.6,546.67,4.27,0.252,0.521,4.65,10.68,46.43,395.01,65.62,88.56,Moderate_Risk,2.0,1.0
2021-02-26,Netherlands,Rhine River,Stream,Midstream,15.57,7.18,5.85,21.7,456.22,6.88,0.233,0.811,5.91,17.12,61.66,343.22,74.2,86.06,Moderate_Risk,2.0,1.0
2021-02-26,Poland,Vistula River,Groundwater,Midstream,16.32,6.93,5.89,18.36,667.09,6.75,0.177,0.628,5.83,15.7,45.76,382.9,45.7,88.01,Moderate_Risk,2.0,1.0
2021-02-27,Sweden,,Groundwater,Downstream,17.31,6.12,3.49,19.4,576.18,7.59,0.25,0.774,5.27,11.64,53.97,415.39,130.47,77.62,Contaminated,,1.0
2021-02-27,Portugal,Guadiana River,Groundwater,Midstream,15.87,7.53,6.27,22.92,538.74,7.86,0.224,0.768,5.46,12.51,42.4,379.74,111.83,86.11,Moderate_Risk,2.0,1.0
2021-02-27,Sweden,Gota River,River,Urban_Point,16.68,6.54,3.67,22.62,588.76,9.53,0.27,0.767,6.34,17.82,47.16,405.04,77.7,78.97,Contaminated,2.0,1.0
2021-02-28,Sweden,Lake Vanern,Groundwater,Downstream,17.58,6.47,3.61,27.82,479.63,7.25,0.318,0.8,6.68,16.0,61.42,396.4,240.2,73.74,Contaminated,2.0,1.0
2021-02-28,Portugal,Douro River,Groundwater,Midstream,17.43,7.99,6.76,22.51,582.8,7.54,0.25,0.64,5.1,15.09,54.42,395.56,73.69,88.23,Moderate_Risk,2.0,1.0
2021-02-28,Italy,Po River,Groundwater,Urban_Point,17.58,6.09,3.12,27.24,635.26,9.53,0.271,0.754,6.59,18.88,78.07,393.64,105.4,73.1,Contaminated,2.0,1.0
2021-03-01,Netherlands,Rhine River,Groundwater,Upstream,20.79,6.65,5.86,17.17,491.99,7.69,0.256,0.598,4.87,11.77,31.47,370.5,51.01,88.81,Moderate_Risk,3.0,2.0
2021-03-01,France,Loire River,Lake,Source,17.38,6.56,7.13,19.54,500.41,6.99,0.216,0.546,4.21,9.92,39.55,362.84,87.49,91.22,Moderate_Risk,3.0,2.0
